Origin,Destination,Aircraft_Code,Engine_Code,Distance_km,Fuel_Burn_kg,CO2_kg,Weather_Penalty_Index,Adjusted_Fuel_Burn_kg,Adjusted_CO2_kg,Callsign,FlightDate,Holding_Loop_Detected,Altitude_Drift,Unplanned_Reroute,Deviation_km,RTK,CO2_per_RTK,Predicted_CO2_per_RTK,esg_match_percent,SHAP_Top_Feature,route_efficiency_score,fuel_savings_if_alt_route,recommended_reroute_flag,suggested_reroute_distance_km,suggested_reroute_co2_saving_kg,ESG_Benchmark_Score,Seat_Count,Estimated_Passengers,ASK,RPK,Revenue,Yield_USD_per_RPK,callsign,number,aircraft_uid,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2,load_factor
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,12897.665148206352,40756.62186833208,0.0582957695543063,609.8964672216034,1927.2728364202671,EY5079,2027-03-13,1,,False,0.0,76857.93,547.66,0.5157195260438674,94.3711241247598,Distance_km,1.0,0.0,0.0,853.9770187554841,0.0,PASS,368.0,302,314263.5429020182,251410.83432161456,30169.300118593743,0.12,,,,,,,,,,,,,,,,0.8216484640303593
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,45925.02924803686,145123.09242379648,0.0554789306748817,2148.4496909804143,6789.1010234981095,EY4869,2025-10-03,1,,False,0.0,273669.9,541.8,0.532639331271625,93.99565592332269,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,285,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.774091479830809
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13569.629391577411,42880.02887738463,0.0550220605576657,638.5073247572262,2017.683146232835,EY2678,2025-06-26,1,,False,0.0,78570.74,560.85,0.5272593442777356,97.39771674246036,Distance_km,1.0,0.0,0.0,873.0082487769301,0.0,PASS,368.0,323,321267.0355499103,257013.62843992823,30841.63541279139,0.12,,,,,,,,,,,,,,,,0.878061134948819
VOCI,OMDB,B77W,GE90-115B,2782.576621065114,43251.061550014456,136673.3544980457,0.0453650006610077,2046.5239994199696,6467.015838167104,EY1986,2025-03-31,1,,False,0.0,250431.9,563.99,0.5309182594556519,97.0922009439205,Distance_km,1.0,0.0,0.0,2782.576621065114,0.0,PASS,368.0,320,1023988.196551962,819190.5572415696,98302.86686898836,0.12,,,,,,,,,,,,,,,,0.8695262591898585
LHBP,OMDB,B77W,GE90-115B,4008.3872850962593,60538.90895429617,191302.9522955759,0.0578327439245975,2843.1141595863783,8984.240744292954,EY3885,2025-03-26,1,,False,0.0,360754.86,543.91,0.5108408908627196,93.2512722539726,Distance_km,1.0,0.0,0.0,4008.3872850962593,0.0,PASS,368.0,280,1475086.5209154235,1180069.216732339,141608.3060078807,0.12,,,,,,,,,,,,,,,,0.7615442161987174
OIIE,OMDB,B77W,GE90-115B,1199.8636074996691,18121.610644279703,57264.28963592387,0.044506063801299,859.933189988452,2717.3888803635077,EY9370,2026-08-25,1,,False,0.0,107987.72,549.58,0.5279297179314901,96.55936861229938,Distance_km,1.0,0.0,0.0,1199.8636074996691,0.0,PASS,368.0,314,441549.8075598782,353239.84604790265,42388.78152574832,0.12,,,,,,,,,,,,,,,,0.8525035438866829
VECC,OMDB,B77W,GE90-115B,3365.806645906652,50833.9757617544,160635.3634071439,0.0632756059878142,2387.7196148013018,7545.193982772114,EY3575,2027-04-18,1,,False,0.0,302922.6,544.0,0.5242947372464285,95.3077523613576,Distance_km,1.0,0.0,0.0,3365.806645906652,0.0,PASS,368.0,310,1238616.845693648,990893.4765549186,118907.21718659022,0.12,,,,,,,,,,,,,,,,0.8434311659184373
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,47264.40194624096,149355.51015012144,0.0590356247552347,2236.269149573573,7066.61051265249,EY8772,2026-09-08,1,,False,0.0,273669.9,563.95,0.5334433912851796,96.82848186710024,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,296,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.8038791605678861
LHBP,OMDB,B77W,GE90-115B,4008.3872850962593,60538.90895429617,191302.9522955759,0.0669673262184124,2869.99826537413,9069.194518582253,EY3110,2027-02-20,1,,False,0.0,360754.86,549.05,0.5108408908627196,93.2512722539726,Distance_km,1.0,0.0,0.0,4008.3872850962593,0.0,PASS,368.0,277,1475086.5209154235,1180069.216732339,141608.3060078807,0.12,,,,,,,,,,,,,,,,0.7514158657058811
VOMM,OMDB,B77W,GE90-115B,2933.1724707086787,44299.87636467027,139987.60931235808,0.0648546928152549,2070.099482596827,6541.514365005974,EY4077,2026-04-02,1,,True,250.871584584153,263985.52,541.2,0.5376691777493874,95.93734807947274,Distance_km,0.9145,158.55,0.0,2682.3008861245257,158.55,PASS,368.0,322,1079407.4692207938,863525.9753766351,103623.1170451962,0.12,,,,,,,,,,,,,,,,0.8749344799111736
WSSS,OMDB,B77W,GE90-115B,5846.662294552086,88302.48455593159,279035.85119674384,0.0699640084008319,4167.412069544069,13169.02213975926,EY7182,2025-12-20,1,,False,0.0,526199.61,546.59,0.5244629936193579,95.98399562563628,Distance_km,1.0,0.0,0.0,5846.662294552086,0.0,PASS,368.0,311,2151571.7243951675,1721257.3795161345,206550.8855419361,0.1199999999999999,,,,,,,,,,,,,,,,0.845039358825028
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13569.629391577411,42880.02887738463,0.0359677354545827,635.251576248527,2007.3949809453454,EY7399,2027-01-10,1,,False,0.0,78570.74,557.99,0.5002303112106943,92.01085298763198,Distance_km,1.0,0.0,0.0,873.0082487769301,0.0,PASS,368.0,296,321267.0355499103,257013.62843992823,30841.63541279139,0.12,,,,,,,,,,,,,,,,0.8044969404327766
OIIE,OMDB,B77W,GE90-115B,1199.8636074996691,18121.610644279703,57264.28963592387,0.0565630538531334,858.4626203396683,2712.7418802733523,EY2724,2026-08-22,1,,False,0.0,107987.72,548.64,0.5321593023273266,94.18285676060847,Distance_km,1.0,0.0,0.0,1199.8636074996691,0.0,PASS,368.0,309,441549.8075598782,353239.84604790265,42388.78152574832,0.12,,,,,,,,,,,,,,,,0.8404096936254413
OLBA,OMDB,B77W,GE90-115B,2140.680300053112,33273.72720506083,105144.97796799222,0.0263096595965397,1569.9539656578859,4961.05453147892,EY7974,2026-06-29,1,,False,0.0,192661.23,562.39,0.5270590735199172,96.1992276819612,Distance_km,1.0,0.0,0.0,2140.680300053112,0.0,PASS,368.0,284,787770.3504195453,630216.2803356363,75625.95364027636,0.12,,,,,,,,,,,,,,,,0.7718179285960255
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,12897.665148206352,40756.62186833208,0.0243822714039024,609.0357456143682,1924.5529561414035,EY9868,2026-12-11,1,,False,0.0,76857.93,546.89,0.5161106439252808,94.26758508845992,Distance_km,1.0,0.0,0.0,853.9770187554841,0.0,PASS,368.0,300,314263.5429020182,251410.83432161456,30169.300118593743,0.12,,,,,,,,,,,,,,,,0.8151421639156795
LSGG,OMDB,B77W,GE90-115B,4919.418583337711,74298.26824171317,234782.52764381364,0.0530294132246245,3473.0394059644213,10974.804522847568,EY9859,2025-09-06,1,,False,0.0,442747.67,541.37,0.5342761461008457,97.84727195929784,Distance_km,1.0,0.0,0.0,4919.418583337711,0.0,PASS,368.0,318,1810346.038668278,1448276.8309346223,173793.21971215468,0.12,,,,,,,,,,,,,,,,0.8648187373713431
RPLL,OMDB,B77W,GE90-115B,6906.037713866663,104302.2938300408,329595.24850292894,0.0640383613468421,4910.7641156400705,15518.014605422622,EY1265,2026-08-13,1,,False,0.0,621543.39,545.28,0.5298471498919303,95.02738575249846,Distance_km,1.0,0.0,0.0,6906.037713866663,0.0,PASS,368.0,299,2541421.878702932,2033137.5029623453,243976.5003554815,0.12,,,,,,,,,,,,,,,,0.8122139531171466
RPLL,OMDB,B77W,GE90-115B,6906.037713866663,107344.20032424276,339207.6730246072,0.0535987201379074,5079.266927966385,16050.483492373778,EY7041,2026-12-15,1,,False,0.0,621543.39,563.99,0.5291808725357829,97.5068451531733,Distance_km,1.0,0.0,0.0,6906.037713866663,0.0,PASS,368.0,285,2541421.878702932,2033137.5029623453,243976.5003554815,0.12,,,,,,,,,,,,,,,,0.7751136973213064
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0361481641448655,1554.5734205456808,4912.452008924352,EY7821,2026-10-13,1,,False,0.0,196523.83,545.93,0.5141148991601882,93.2989715758674,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,284,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.7711835117988991
DIAP,OMDB,B77W,GE90-115B,6678.659980829696,103809.94784320227,328039.4351845193,0.0374156321213124,4890.853429964908,15455.096838689107,EY3230,2025-06-12,1,Low,False,0.0,601079.4,561.56,0.5315481183985469,94.7124747311749,Distance_km,1.0,0.0,0.0,6678.659980829696,0.0,PASS,368.0,316,2457746.872945328,1966197.4983562627,235943.6998027515,0.12,,,,,,,,,,,,,,,,0.8582921731593588
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,39586.38219479429,125092.96773554996,0.0505233309047999,1870.345558343011,5910.291964363915,EY1865,2025-12-06,1,,False,0.0,229212.7,563.15,0.517206456609767,94.50532898040558,Distance_km,1.0,0.0,0.0,2546.807816044138,0.0,PASS,368.0,276,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,,0.7503757025669103
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,33940.82217797798,107252.9980824104,0.0319463569538374,1597.8054320030778,5049.065165129726,EY4650,2027-05-28,1,,False,0.0,196523.83,561.12,0.5225572707612957,95.10229964177024,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,304,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.8260960440119285
LEBL,OMDB,B77W,GE90-115B,5175.705830064322,78168.98960474557,247014.007150996,0.0454111672363375,3656.9369445447674,11555.920744761466,EY5670,2025-11-11,1,,False,0.0,465813.52,541.81,0.5057510707400275,93.32996279070883,Distance_km,1.0,0.0,0.0,5175.705830064322,0.0,PASS,368.0,322,1904659.7454636705,1523727.7963709366,182847.3355645124,0.12,,,,,,,,,,,,,,,,0.875696156704397
NZAA,OMDB,B77W,GE90-115B,14200.516702130624,214471.23907679072,677729.1154826587,0.0549641132175817,10027.301390687828,31686.272394573538,EY8432,2027-04-30,1,,False,0.0,1278046.5,541.48,0.5165854911177534,92.14020636837952,Distance_km,1.0,0.0,0.0,14200.516702130624,0.0,PASS,368.0,282,5225790.14638407,4180632.117107256,501675.8540528708,0.12,,,,,,,,,,,,,,,,0.7659860298171891
RPLL,OMDB,B77W,GE90-115B,6906.037713866663,104302.2938300408,329595.24850292894,0.0665097848893142,4949.232375531226,15639.574306678676,EY9719,2026-08-06,1,,False,0.0,621543.39,549.55,0.5520286235722439,97.58548691159106,Distance_km,1.0,0.0,0.0,6906.037713866663,0.0,PASS,368.0,277,2541421.878702932,2033137.5029623453,243976.5003554815,0.12,,,,,,,,,,,,,,,,0.7515811433306697
WIII,OMDB,B77W,GE90-115B,6547.085129081878,98881.01182717826,312463.9973738833,0.0375727621036653,4619.821930788691,14598.637301292265,EY7835,2025-10-25,1,,False,0.0,589237.66,541.1,0.5341736238425895,97.71547712241636,Distance_km,1.0,0.0,0.0,6547.085129081878,0.0,PASS,368.0,318,2409327.327502131,1927461.8620017048,231295.4234402046,0.12,,,,,,,,,,,,,,,,0.8647177884139021
LIPZ,OMDB,B77W,GE90-115B,4430.408518368199,68864.185111389,217610.82495198929,0.0696268577129652,3237.6005158555095,10230.817630103411,EY8318,2027-05-05,1,,False,0.0,398736.77,560.38,0.5295064292974829,97.58368569187448,Distance_km,1.0,0.0,0.0,4430.408518368199,0.0,PASS,368.0,281,1630390.334759497,1304312.267807598,156517.47213691176,0.12,,,,,,,,,,,,,,,,0.7641723790339422
EDDF,OMDB,B77W,GE90-115B,4843.202576645297,73147.17340934313,231145.0679735243,0.0296404890747479,3428.216365802217,10833.163715935005,EY4361,2025-10-18,1,,False,0.0,435888.23,542.8,0.5448175222694981,97.4537292928045,Distance_km,1.0,0.0,0.0,4843.202576645297,0.0,PASS,368.0,279,1782298.5482054693,1425838.8385643756,171100.66062772507,0.12,,,,,,,,,,,,,,,,0.7579966809657269
RPLL,OMDB,B77W,GE90-115B,6906.037713866663,104302.2938300408,329595.24850292894,0.0254069585271659,4946.220342631134,15630.056282714386,EY8767,2025-07-24,1,,False,0.0,621543.39,549.22,0.5387222135067203,95.93861353611794,Distance_km,1.0,0.0,0.0,6906.037713866663,0.0,PASS,368.0,314,2541421.878702932,2033137.5029623453,243976.5003554815,0.12,,,,,,,,,,,,,,,,0.8522867947310206
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,12897.665148206352,40756.62186833208,0.0598022319396769,612.3502921430223,1935.0269231719503,EY5786,2026-06-21,1,,False,0.0,76857.93,549.86,0.5119010251221384,94.21681800792116,Distance_km,1.0,0.0,0.0,853.9770187554841,0.0,PASS,368.0,319,314263.5429020182,251410.83432161456,30169.300118593743,0.12,,,,,,,,,,,,,,,,0.8663468360361812
LPPT,OMDB,B77W,GE90-115B,6137.792934575513,95402.96500189608,301473.36940599163,0.022343815480334,4491.456807895331,14193.003512949243,EY7624,2025-03-23,1,High,False,0.0,552401.36,561.15,0.5318265684848773,94.75780850533376,Distance_km,1.0,0.0,0.0,6137.792934575513,0.0,PASS,368.0,324,2258707.7999237888,1806966.2399390312,216835.9487926837,0.12,,,,,,,,,,,,,,,,0.8797876690782886
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,38464.58825793909,121548.09889508752,0.0415690952700251,1798.818318063322,5684.265885080099,EY7056,2026-02-02,1,,False,75.24783736729027,229212.7,541.62,0.523407268922335,93.94201789212563,Distance_km,0.9705,47.56,0.0,2471.5599786768475,47.56,PASS,368.0,310,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,,0.8411778217270776
HUEN,OMDB,B77W,GE90-115B,3731.34054879004,57998.20156542824,183274.31694675327,0.025248290841786,2751.0413969074443,8693.290814227526,EY4080,2026-12-16,1,,False,0.0,335820.65,565.37,0.5144146264212804,93.60533263257769,Distance_km,1.0,0.0,0.0,3731.34054879004,0.0,PASS,368.0,307,1373133.3219547346,1098506.657563788,131820.7989076545,0.12,,,,,,,,,,,,,,,,0.8344742140914783
VOCI,OMDB,B77W,GE90-115B,2782.576621065114,42025.41838892413,132800.32210900026,0.0690085237533015,1990.445295014757,6289.807132246632,EY5932,2025-11-29,1,,False,0.0,250431.9,548.53,0.5327887684493402,97.88993094601618,Distance_km,1.0,0.0,0.0,2782.576621065114,0.0,PASS,368.0,311,1023988.196551962,819190.5572415696,98302.86686898836,0.12,,,,,,,,,,,,,,,,0.8444837842083285
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0501497760722186,1567.9311923412033,4954.662567798202,EY8025,2025-03-31,1,,False,0.0,196523.83,550.62,0.5268020028428732,92.85253479495977,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,319,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.8672802643526324
OBBI,OMDB,B77W,GE90-115B,487.057574374108,7356.059196217703,23245.147060047944,0.0213421875272984,346.64341691043904,1095.3931974369877,EY2462,2025-10-24,1,,False,0.0,43835.18,545.76,0.5318019979823869,97.87529784428104,Distance_km,1.0,0.0,0.0,487.057574374108,0.0,PASS,368.0,313,179237.18736967174,143389.74989573742,17206.76998748849,0.12,,,,,,,,,,,,,,,,0.8504983947661298
VABB,OMDB,B77W,GE90-115B,1926.162367196581,29090.943535438622,91927.38157198606,0.051698174393421,1363.244390870236,4307.852275149947,EY6424,2025-08-15,1,,False,0.0,173354.61,542.73,0.5318205636289761,97.92481167412392,Distance_km,1.0,0.0,0.0,1926.162367196581,0.0,PASS,368.0,316,708827.7511283418,567062.2009026735,68047.46410832083,0.12,,,,,,,,,,,,,,,,0.8578217865990133
RPLL,OMDB,B77W,GE90-115B,6906.037713866663,104302.2938300408,329595.24850292894,0.0606645090740187,4897.009078285465,15474.548687382072,EY6307,2027-05-15,1,,False,0.0,621543.39,543.75,0.5327387197543557,96.87652068955488,Distance_km,1.0,0.0,0.0,6906.037713866663,0.0,PASS,368.0,301,2541421.878702932,2033137.5029623453,243976.5003554815,0.12,,,,,,,,,,,,,,,,0.819194154357101
VCBI,OMDB,B77W,GE90-115B,3288.155168291381,49661.200927596976,156929.39493120645,0.0229669535175853,2347.5634323723925,7418.30044629676,EY4912,2026-09-28,1,,False,0.0,295933.97,547.48,0.5207797694838907,94.83160864932552,Distance_km,1.0,0.0,0.0,3288.155168291381,0.0,PASS,368.0,323,1210041.1019312283,968032.8815449828,116163.94578539793,0.12,,,,,,,,,,,,,,,,0.8775331568735666
VOTV,OMDB,B77W,GE90-115B,2947.103527071604,44510.27792839344,140652.47825372327,0.0366861597927735,2084.989036553663,6588.565355509576,EY6682,2025-07-14,1,,False,0.0,265239.32,542.51,0.5263497712702305,96.2203265330033,Distance_km,1.0,0.0,0.0,2947.103527071604,0.0,PASS,368.0,295,1084534.09796235,867627.2783698803,104115.27340438565,0.12,,,,,,,,,,,,,,,,0.801548905120065
VOMM,OMDB,B77W,GE90-115B,2933.1724707086787,44299.87636467027,139987.60931235808,0.0261487886796638,2087.7486261611307,6597.285658669172,EY6282,2026-04-26,1,,False,0.0,263985.52,545.81,0.526420012962019,96.56395574667438,Distance_km,1.0,0.0,0.0,2933.1724707086787,0.0,PASS,368.0,285,1079407.4692207938,863525.9753766351,103623.1170451962,0.12,,,,,,,,,,,,,,,,0.7748626343831829
OBBI,OMDB,B77W,GE90-115B,487.057574374108,7570.593732506722,23923.076194721245,0.0600729234041185,353.7902881165485,1117.9773104482933,EY2783,2027-01-08,1,,True,32.38418206313526,43835.18,557.01,0.5411158331490712,97.14568301357316,Distance_km,0.9335,20.47,0.0,454.6733923109728,20.47,PASS,368.0,296,179237.18736967174,143389.74989573742,17206.76998748849,0.12,,,,,,,,,,,,,,,,0.8031756129378459
OBBI,OMDB,B77W,GE90-115B,487.057574374108,7570.593732506722,23923.076194721245,0.0312604917147405,357.94604106480944,1131.109489764798,EY7229,2025-04-23,1,,False,0.0,43835.18,563.56,0.5284114787208956,93.33987123159254,Distance_km,1.0,0.0,0.0,487.057574374108,0.0,PASS,368.0,279,179237.18736967174,143389.74989573742,17206.76998748849,0.12,,,,,,,,,,,,,,,,0.7591553319983327
HAAB,OMDB,B77W,GE90-115B,2518.957689053289,38043.96615175353,120218.93303954117,0.0680371260972476,1805.2341298155923,5704.539850217271,EY9143,2026-06-27,1,,False,0.0,226706.19,549.56,0.5242465538881367,95.76238205194484,Distance_km,1.0,0.0,0.0,2518.957689053289,0.0,PASS,368.0,287,926976.4295716104,741581.1436572884,88989.7372388746,0.12,,,,,,,,,,,,,,,,0.7810695582502352
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,38464.58825793909,121548.09889508752,0.0460457710535753,1800.7801077232614,5690.465140405507,EY9784,2026-02-19,1,,False,0.0,229212.7,542.21,0.5329158041707724,95.16292651241876,Distance_km,1.0,0.0,0.0,2546.807816044138,0.0,PASS,368.0,314,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,,0.8538712475199239
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,13273.816907997005,41945.26142927054,0.0228890805356814,626.9500918506243,1981.162290247973,EY7187,2026-05-27,1,,False,0.0,76857.93,562.97,0.5152648998651347,92.46556905359188,Distance_km,1.0,0.0,0.0,853.9770187554841,0.0,PASS,368.0,282,314263.5429020182,251410.83432161456,30169.300118593743,0.12,,,,,,,,,,,,,,,,0.7675597666199384
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,39586.38219479429,125092.96773554996,0.059230102858426,1858.2583775531903,5872.096473068081,EY2587,2026-06-15,1,High,False,0.0,229212.7,559.51,0.5167575667637382,92.27687253183824,Distance_km,1.0,0.0,0.0,2546.807816044138,0.0,PASS,368.0,289,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,,0.7850957038079869
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0408525583927728,1556.2122262885152,4917.630635071709,EY9517,2026-09-12,1,,False,0.0,196523.83,546.51,0.5192791911002292,92.8564740722386,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,279,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.7567993596577395
OPLA,OMDB,B77W,GE90-115B,1985.19567584466,30856.947375599582,97507.9537068947,0.0526580327121675,1453.658644169455,4593.561315575478,EY5489,2025-06-24,1,,False,0.0,178667.61,561.51,0.5366076885856826,96.3933599967365,Distance_km,1.0,0.0,0.0,1985.19567584466,0.0,PASS,368.0,294,730552.0087108349,584441.6069686679,70132.99283624016,0.12,,,,,,,,,,,,,,,,0.7976497404305505
NZAA,OMDB,B77W,GE90-115B,14200.516702130624,214471.23907679072,677729.1154826587,0.0688818079920761,10169.52515546147,32135.699491258245,EY1781,2025-09-08,1,,False,0.0,1278046.5,549.16,0.5011201509715645,92.35555170207124,Distance_km,1.0,0.0,0.0,14200.516702130624,0.0,PASS,368.0,315,5225790.14638407,4180632.117107256,501675.8540528708,0.12,,,,,,,,,,,,,,,,0.8560131969331394
NAN,OMAA,,,,,,0.0504033296558692,,,ETD381,2019-01-10,1,,,,,,,,,,,,,,,250.0,209,,,,,ETD381,,b5428f35-fb8c-4a56-b4f8-edd6b66f296a,A320,NAN,OMAA,2019-01-10 20:03:31+00:00,2019-01-10 20:31:57+00:00,2019-01-10 00:00:00+00:00,23.6748046875,56.90663655598959,6096.0,24.42082214355469,54.66842651367188,0.0,0.8368295998444715
VABB,OMDB,B77W,GE90-115B,1926.162367196581,29090.943535438622,91927.38157198606,0.0286367972231932,1376.2642792700672,4348.995122493412,EY2031,2026-12-18,1,,False,0.0,173354.61,547.91,0.5216154150685722,93.0754792867428,Distance_km,1.0,0.0,0.0,1926.162367196581,0.0,PASS,368.0,297,708827.7511283418,567062.2009026735,68047.46410832083,0.12,,,,,,,,,,,,,,,,0.8080694384148406
OEJN,OMDB,B77W,GE90-115B,1698.993736582153,26408.35911496872,83450.41480330113,0.0355695374780642,1252.661004793836,3958.4087751485213,EY9027,2025-10-02,1,,False,0.0,152909.44,565.38,0.5265481582634588,93.0809079087502,Distance_km,1.0,0.0,0.0,1698.993736582153,0.0,PASS,368.0,287,625229.6950622323,500183.7560497859,60022.0507259743,0.12,,,,,,,,,,,,,,,,0.780853560992695
EHAM,OMDB,B77W,GE90-115B,5168.63641597926,78062.219827971,246676.6146563884,0.035861278430821,3652.5655793740493,11542.107230821994,EY7806,2027-05-06,1,,False,0.0,465177.28,541.9,0.5346801063856605,97.45929754444354,Distance_km,1.0,0.0,0.0,5168.63641597926,0.0,PASS,368.0,320,1902058.201080368,1521646.5608642944,182597.5873037153,0.12,,,,,,,,,,,,,,,,0.868983491953996
EHAM,OMDB,B77W,GE90-115B,5168.63641597926,78062.219827971,246676.6146563884,0.0479056796827171,3694.7945055153114,11675.550637428383,EY3671,2025-11-29,1,,False,281.6413381891187,465177.28,548.17,0.5247233659161963,93.04214125543436,Distance_km,0.9455,178.0,0.0,4886.995077790141,178.0,PASS,368.0,321,1902058.201080368,1521646.5608642944,182597.5873037153,0.12,,,,,,,,,,,,,,,,0.8736202772419638
WMKK,OMDB,B77W,GE90-115B,5549.191601611598,83809.76718217536,264838.86429567414,0.0507611681723862,3934.0963280568667,12431.7443966597,EY4845,2026-07-25,1,,False,0.0,499427.24,543.65,0.5146743490428476,95.02690961027425,Distance_km,1.0,0.0,0.0,5549.191601611598,0.0,PASS,368.0,299,2042102.5093930685,1633682.007514455,196041.8409017345,0.1199999999999999,,,,,,,,,,,,,,,,0.8131697922122206
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13569.629391577411,42880.02887738463,0.0248816650365244,643.3084358855644,2032.854657398384,EY9615,2027-05-25,1,,False,75.78064578026341,78570.74,565.07,0.5163676446981941,95.22742226606432,Distance_km,0.9132,47.89,0.0,797.2276029966667,47.89,PASS,368.0,305,321267.0355499103,257013.62843992823,30841.63541279139,0.12,,,,,,,,,,,,,,,,0.8292910755278938
EDDF,OMDB,B77W,GE90-115B,4843.202576645297,73147.17340934313,231145.0679735243,0.0211964436736857,3460.649024193017,10935.650916449933,EY9489,2025-11-29,1,,False,0.0,435888.23,547.93,0.5154512854795855,95.23512483757634,Distance_km,1.0,0.0,0.0,4843.202576645297,0.0,PASS,368.0,298,1782298.5482054693,1425838.8385643756,171100.66062772507,0.12,,,,,,,,,,,,,,,,0.8098641324687786
HUEN,OMDB,B77W,GE90-115B,3731.34054879004,57998.20156542824,183274.31694675327,0.0587448577538364,2749.1614435400747,8687.350161586635,EY6966,2026-08-01,1,,False,0.0,335820.65,564.98,0.5178657387030716,95.73517136506354,Distance_km,1.0,0.0,0.0,3731.34054879004,0.0,PASS,368.0,279,1373133.3219547346,1098506.657563788,131820.7989076545,0.12,,,,,,,,,,,,,,,,0.758597679631217
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,12897.665148206352,40756.62186833208,0.059088394380276,603.2609783006972,1906.3046914302026,EY7046,2026-07-28,1,,False,0.0,76857.93,541.7,0.5241031514656456,95.74976593241404,Distance_km,1.0,0.0,0.0,853.9770187554841,0.0,PASS,368.0,317,314263.5429020182,251410.83432161456,30169.300118593743,0.12,,,,,,,,,,,,,,,,0.8604283038969336
HKJK,OMDB,B77W,GE90-115B,3559.243502013245,53755.46397817086,169867.26617101993,0.0242984595086034,2516.3362863406587,7951.622664836483,EY6291,2026-10-14,1,,False,0.0,320331.92,542.14,0.5305818065377615,96.57499503078589,Distance_km,1.0,0.0,0.0,3559.243502013245,0.0,PASS,368.0,278,1309801.608740874,1047841.2869926994,125740.95443912392,0.12,,,,,,,,,,,,,,,,0.7540768700241548
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0625574171575007,1557.5417398262725,4921.8318978510215,EY2359,2026-10-27,1,,False,122.18001483091152,196523.83,546.98,0.5353446153516981,94.85472355645524,Distance_km,0.944,77.22,0.0,2061.418142244571,77.22,PASS,368.0,305,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,,0.8280640477520694
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,47264.40194624096,149355.51015012144,0.0592811421038314,2235.834432989548,7065.236808246972,EY5052,2027-06-20,1,,False,157.21125828707176,273669.9,563.84,0.544383261717233,96.84590085075278,Distance_km,0.9483,99.36,0.0,2883.5654336827147,99.36,PASS,368.0,313,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,,0.8502369169976344
ESSA,OMDB,B77W,GE90-115B,4785.109322222877,74377.48748848077,235032.86046359924,0.0626673389222747,3501.557487354668,11064.92166004075,EY2914,2025-12-24,1,,False,216.49148232440385,430659.84,561.14,0.517370563330112,94.19385218988964,Distance_km,0.9548,136.82,0.0,4568.617839898474,136.82,PASS,368.0,289,1760920.2305780188,1408736.1844624153,169048.34213548983,0.12,,,,,,,,,,,,,,,,0.7846379241273684
